Prefix,Course Title,Section,Class Number,Days & Times,Bldg & Room
E_E,"700 Master's Research, Thesis, and/or Examination",01,05630,ARRGT,ARR ARR
E_E,"702 Master's Special Problems, Directed Study, and/or Examination",01,05631,ARRGT,ARR ARR
E_E,"800 Doctoral Research, Dissertation, and/or Examination",01,05632,ARRGT,ARR ARR
E_M,460 Integrated Supply Chain Management,01,08546,TH17.15-19.45,""
E_M,"470 Systems Improvement: Integrating TOC, Lean, and Six Sigma",01,14723,TH18.15-20.45,SLOA 161
E_M,555 Enterprise Resource Management,01,14703,W17.15-19.45,""
E_M,560 Integrated Supply Chain Management,01,08539,TH17.15-19.45,""
E_M,595 Advanced Topics in Engineering Management I,01,09300,TU17.15-19.45,""
E_MIC,586 Special Projects in Electron Microscopy,01,06462,ARRGT,ARR ARR
E_MIC,587 Special Topics in Electron Microscopy,01,06463,W16.10-17,CUE 419
ECONS,102 [SSCI] Fundamentals of Macroeconomics,05,08791,ARRGT,ARR ARR
ECONS,198 Economics Honors,01,04684,"M,W,F13.10-14",SPRK 212
ECONS,198 Economics Honors,02,08430,"M,W,F12.10-13",CUE 119
ECONS,301 Intermediate Microeconomic Theory with Calculus,01,04607,"TU,TH10.35-11.50",TODD 130
ECONS,301 Intermediate Microeconomic Theory with Calculus,F11.10-12,CUE 203, ,""
ECONS,301 Intermediate Microeconomic Theory with Calculus,02,09238,"TU,TH10.35-11.50",TODD 130
ECONS,301 Intermediate Microeconomic Theory with Calculus,F12.10-13,TODD 130, ,""
ECONS,302 Intermediate Macroeconomic Analysis,01,04685,"M,W,F10.10-11",CUE 203
ECONS,311 [M] Introductory Econometrics,01,04687,"TU,TH9.10-10",CUE 219
ECONS,311 [M] Introductory Econometrics,TH13.30-14.45,HULB 5, ,""
ECONS,311 [M] Introductory Econometrics,02,04688,"TU,TH9.10-10",CUE 219
ECONS,311 [M] Introductory Econometrics,TH14.55-16.10,HULB 5, ,""
ECONS,311 [M] Introductory Econometrics,03,09308,ARRGT,ARR ARR
ECONS,320 Money and Banking,01,04689,"TU,TH10.35-11.50",TODD 116
ECONS,320 Money and Banking,02,08795,ARRGT,ARR ARR
ECONS,323 Labor Economics,01,04691,"TU,TH13.30-14.45",TODD 116
ECONS,324 [M] The Economics of Health Care,01,04692,"TU,TH12.05-13.20",CLEV 30
ECONS,326 Aspects of Sustainable Development,01,09860,ARRGT,ARR ARR
ECONS,327 International Trade and Finance,02,07702,ARRGT,ARR ARR
ECONS,330 Natural Resource Economics,01,04695,"M,W,F11.10-12",""
ECONS,335 [QUAN] Business Finance Economics,01,08623,ARRGT,ARR ARR
ECONS,350 Introduction to Farm and Ranch Management,01,04696,"M,W,F13.10-14",TODD 120
ECONS,351 Introduction to Food and Agricultural Markets,01,04697,"M,W,F8.10-9",CUE 203
ECONS,352 Business Management Economics,01,08444,ARRGT,ARR ARR
ECONS,425 Industrial Organization,01,09309,ARRGT,ARR ARR
ECONS,426 Transportation Economics and Supply Chain Analysis,01,08356,"TU,TH9.10-10.25",HULB 27
ECONS,428 [DIVR] Global Capitalism Today: Perspectives and Issues,01,04699,"M,W,F14.10-15",CUE 419
ECONS,430 Managing the Global Environment,01,04700,"M,W,F12.10-13",CUE 219
ECONS,431 Economic Analysis of Environmental and Natural Resource Policies,01,04701,"M,W,F13.10-14",SPRK 339
ECONS,431 Economic Analysis of Environmental and Natural Resource Policies,"M,W13.10-14",HULB 5, ,""
ECONS,451 Advanced Food Economics and Marketing,01,14871,ARRGT,ARR ARR
ECONS,452 [M] Advanced Business Management Economics,01,04702,"TU,TH16.20-17.35",SPRK 227
ECONS,490 [CAPS] [M] Economics Capstone,01,04703,"M,W16.10-17.25",CUE 203
ECONS,495 Instructional Practicum,01,04706,ARRGT,ARR ARR
ECONS,495 Instructional Practicum,02,04707,ARRGT,ARR ARR
ECONS,495 Instructional Practicum,04,04709,ARRGT,ARR ARR
ECONS,495 Instructional Practicum,05,04710,ARRGT,ARR ARR
ECONS,495 Instructional Practicum,06,04711,ARRGT,ARR ARR
ECONS,495 Instructional Practicum,07,04712,ARRGT,ARR ARR
ECONS,495 Instructional Practicum,08,04713,ARRGT,ARR ARR
ECONS,495 Instructional Practicum,09,04714,ARRGT,ARR ARR
ECONS,495 Instructional Practicum,10,04715,ARRGT,ARR ARR
ECONS,495 Instructional Practicum,11,04716,ARRGT,ARR ARR
ECONS,495 Instructional Practicum,12,04717,ARRGT,ARR ARR
ECONS,495 Instructional Practicum,13,04718,ARRGT,ARR ARR
ECONS,495 Instructional Practicum,14,04719,ARRGT,ARR ARR
ECONS,495 Instructional Practicum,15,04720,ARRGT,ARR ARR
ECONS,495 Instructional Practicum,16,04721,ARRGT,ARR ARR
ECONS,495 Instructional Practicum,17,04722,ARRGT,ARR ARR
ECONS,495 Instructional Practicum,18,04723,ARRGT,ARR ARR
ECONS,495 Instructional Practicum,19,04724,ARRGT,ARR ARR
ECONS,495 Instructional Practicum,20,04725,ARRGT,ARR ARR
ECONS,495 Instructional Practicum,21,04726,ARRGT,ARR ARR
ECONS,495 Instructional Practicum,22,04727,ARRGT,ARR ARR
ECONS,495 Instructional Practicum,26,04731,ARRGT,ARR ARR
ECONS,495 Instructional Practicum,27,04732,ARRGT,ARR ARR
ECONS,495 Instructional Practicum,28,04733,ARRGT,ARR ARR
ECONS,495 Instructional Practicum,29,04734,ARRGT,ARR ARR
ECONS,495 Instructional Practicum,30,04735,ARRGT,ARR ARR
ECONS,497 Economics Internship,01,04736,ARRGT,ARR ARR
ECONS,499 Special Problems,01,04737,ARRGT,ARR ARR
ECONS,499 Special Problems,02,04738,ARRGT,ARR ARR
ECONS,499 Special Problems,04,04740,ARRGT,ARR ARR
ECONS,499 Special Problems,05,04741,ARRGT,ARR ARR
ECONS,499 Special Problems,06,04742,ARRGT,ARR ARR
ECONS,499 Special Problems,07,04743,ARRGT,ARR ARR
ECONS,499 Special Problems,08,04744,ARRGT,ARR ARR
ECONS,499 Special Problems,09,04745,ARRGT,ARR ARR
ECONS,499 Special Problems,10,04746,ARRGT,ARR ARR
ECONS,499 Special Problems,11,04747,ARRGT,ARR ARR
ECONS,499 Special Problems,12,04748,ARRGT,ARR ARR
ECONS,499 Special Problems,13,04749,ARRGT,ARR ARR
ECONS,499 Special Problems,14,04750,ARRGT,ARR ARR
ECONS,499 Special Problems,15,04751,ARRGT,ARR ARR
ECONS,499 Special Problems,16,04752,ARRGT,ARR ARR
ECONS,499 Special Problems,17,04753,ARRGT,ARR ARR
ECONS,499 Special Problems,18,04754,ARRGT,ARR ARR
ECONS,499 Special Problems,19,04755,ARRGT,ARR ARR
ECONS,499 Special Problems,20,04756,ARRGT,ARR ARR
ECONS,499 Special Problems,21,04757,ARRGT,ARR ARR
ECONS,499 Special Problems,22,04758,ARRGT,ARR ARR
ECONS,499 Special Problems,26,04762,ARRGT,ARR ARR
ECONS,499 Special Problems,27,04763,ARRGT,ARR ARR
ECONS,499 Special Problems,28,04764,ARRGT,ARR ARR
ECONS,499 Special Problems,29,04765,ARRGT,ARR ARR
ECONS,499 Special Problems,30,04766,ARRGT,ARR ARR
ECONS,500 Macroeconomic Theory I,01,04767,"M,W10.45-12",SPRK G0010
ECONS,501 Microeconomic Theory I,01,04769,"M,W9.10-10.25",SPRK 212
ECONS,504 Production and Consumption Economics,01,08965,"M,W8.45-10",HULB 27
ECONS,506 Mathematics Primer for Economists,01,07897,"TU,TH13.30-14.45",CARP 102
ECONS,509 Quantitative Methods in Economic Dynamics,01,09607,"M,W15.10-16.25",WLSH 6
ECONS,510 Statistics for Economists,01,04772,"TU,TH9.10-10.25",HULB 23
ECONS,512 Econometrics II,01,04774,"TU,TH10.35-11.50",HULB 23
ECONS,526 Mathematical Economics with Applications,01,04777,"M,W14.10-15.25",HULB 23
ECONS,527 Microeconomic Analysis,01,04778,"M,W10.45-12",HULB 23
ECONS,528 Master's Macroeconomics Analysis,01,08622,"M,W9.10-10.25",CLAR 147
ECONS,529 Research Methods,01,04779,"M,W13.10-14",HULB 23
ECONS,594 Theory of Industrial Organization,01,04781,"TU,TH9.10-10.25",CLAR 147
ECONS,599 Special Topics in Economics,01,04783,ARRGT,ARR ARR
ECONS,600 Special Projects or Independent Study,01,04784,ARRGT,ARR ARR
ECONS,"700 Master's Research, Thesis, and/or Examination",01,04785,ARRGT,ARR ARR
ECONS,"700 Master's Research, Thesis, and/or Examination",02,04786,ARRGT,ARR ARR
ECONS,"700 Master's Research, Thesis, and/or Examination",04,04788,ARRGT,ARR ARR
ECONS,"700 Master's Research, Thesis, and/or Examination",05,04789,ARRGT,ARR ARR
ECONS,"700 Master's Research, Thesis, and/or Examination",06,04790,ARRGT,ARR ARR
ECONS,"700 Master's Research, Thesis, and/or Examination",07,04791,ARRGT,ARR ARR
ECONS,"700 Master's Research, Thesis, and/or Examination",08,04792,ARRGT,ARR ARR
ECONS,"700 Master's Research, Thesis, and/or Examination",09,04793,ARRGT,ARR ARR
ECONS,"700 Master's Research, Thesis, and/or Examination",10,04794,ARRGT,ARR ARR
ECONS,"700 Master's Research, Thesis, and/or Examination",11,04795,ARRGT,ARR ARR
ECONS,"700 Master's Research, Thesis, and/or Examination",12,04796,ARRGT,ARR ARR
ECONS,"700 Master's Research, Thesis, and/or Examination",13,04797,ARRGT,ARR ARR
ECONS,"700 Master's Research, Thesis, and/or Examination",14,04798,ARRGT,ARR ARR
ECONS,"700 Master's Research, Thesis, and/or Examination",15,04799,ARRGT,ARR ARR
ECONS,"700 Master's Research, Thesis, and/or Examination",16,04800,ARRGT,ARR ARR
ECONS,"700 Master's Research, Thesis, and/or Examination",17,04801,ARRGT,ARR ARR
ECONS,"700 Master's Research, Thesis, and/or Examination",18,04802,ARRGT,ARR ARR
ECONS,"700 Master's Research, Thesis, and/or Examination",19,04803,ARRGT,ARR ARR
ECONS,"700 Master's Research, Thesis, and/or Examination",20,04804,ARRGT,ARR ARR
ECONS,"700 Master's Research, Thesis, and/or Examination",21,04805,ARRGT,ARR ARR
ECONS,"700 Master's Research, Thesis, and/or Examination",22,04806,ARRGT,ARR ARR
ECONS,"700 Master's Research, Thesis, and/or Examination",26,04810,ARRGT,ARR ARR
ECONS,"700 Master's Research, Thesis, and/or Examination",27,04811,ARRGT,ARR ARR
ECONS,"700 Master's Research, Thesis, and/or Examination",28,04812,ARRGT,ARR ARR
ECONS,"700 Master's Research, Thesis, and/or Examination",29,04813,ARRGT,ARR ARR
ECONS,"700 Master's Research, Thesis, and/or Examination",30,04814,ARRGT,ARR ARR
ECONS,"702 Master's Special Problems, Directed Study, and/or Examination",01,04815,ARRGT,ARR ARR
ECONS,"702 Master's Special Problems, Directed Study, and/or Examination",02,04816,ARRGT,ARR ARR
ECONS,"702 Master's Special Problems, Directed Study, and/or Examination",04,04818,ARRGT,ARR ARR
ECONS,"702 Master's Special Problems, Directed Study, and/or Examination",05,04819,ARRGT,ARR ARR
ECONS,"702 Master's Special Problems, Directed Study, and/or Examination",06,04820,ARRGT,ARR ARR
ECONS,"702 Master's Special Problems, Directed Study, and/or Examination",07,04821,ARRGT,ARR ARR
ECONS,"702 Master's Special Problems, Directed Study, and/or Examination",08,04822,ARRGT,ARR ARR
ECONS,"702 Master's Special Problems, Directed Study, and/or Examination",09,04823,ARRGT,ARR ARR
ECONS,"702 Master's Special Problems, Directed Study, and/or Examination",10,04824,ARRGT,ARR ARR
ECONS,"702 Master's Special Problems, Directed Study, and/or Examination",11,04825,ARRGT,ARR ARR
ECONS,"702 Master's Special Problems, Directed Study, and/or Examination",12,04826,ARRGT,ARR ARR
ECONS,"702 Master's Special Problems, Directed Study, and/or Examination",13,04827,ARRGT,ARR ARR
ECONS,"702 Master's Special Problems, Directed Study, and/or Examination",14,04828,ARRGT,ARR ARR
ECONS,"702 Master's Special Problems, Directed Study, and/or Examination",15,04829,ARRGT,ARR ARR
ECONS,"702 Master's Special Problems, Directed Study, and/or Examination",16,04830,ARRGT,ARR ARR
ECONS,"702 Master's Special Problems, Directed Study, and/or Examination",17,04831,ARRGT,ARR ARR
ECONS,"702 Master's Special Problems, Directed Study, and/or Examination",18,04832,ARRGT,ARR ARR
ECONS,"702 Master's Special Problems, Directed Study, and/or Examination",19,04833,ARRGT,ARR ARR
ECONS,"702 Master's Special Problems, Directed Study, and/or Examination",20,04834,ARRGT,ARR ARR
ECONS,"702 Master's Special Problems, Directed Study, and/or Examination",21,04835,ARRGT,ARR ARR
ECONS,"702 Master's Special Problems, Directed Study, and/or Examination",22,04836,ARRGT,ARR ARR
ECONS,"702 Master's Special Problems, Directed Study, and/or Examination",26,04840,ARRGT,ARR ARR
ECONS,"702 Master's Special Problems, Directed Study, and/or Examination",27,04841,ARRGT,ARR ARR
ECONS,"702 Master's Special Problems, Directed Study, and/or Examination",28,04842,ARRGT,ARR ARR
ECONS,"702 Master's Special Problems, Directed Study, and/or Examination",29,04843,ARRGT,ARR ARR
ECONS,"702 Master's Special Problems, Directed Study, and/or Examination",30,04844,ARRGT,ARR ARR
ECONS,"800 Doctoral Research, Dissertation, and/or Examination",01,04845,ARRGT,ARR ARR
ECONS,"800 Doctoral Research, Dissertation, and/or Examination",02,04846,ARRGT,ARR ARR
ECONS,"800 Doctoral Research, Dissertation, and/or Examination",04,04848,ARRGT,ARR ARR
ECONS,"800 Doctoral Research, Dissertation, and/or Examination",05,04849,ARRGT,ARR ARR
ECONS,"800 Doctoral Research, Dissertation, and/or Examination",06,04850,ARRGT,ARR ARR
ECONS,"800 Doctoral Research, Dissertation, and/or Examination",07,04851,ARRGT,ARR ARR
ECONS,"800 Doctoral Research, Dissertation, and/or Examination",08,04852,ARRGT,ARR ARR
ECONS,"800 Doctoral Research, Dissertation, and/or Examination",09,04853,ARRGT,ARR ARR
ECONS,"800 Doctoral Research, Dissertation, and/or Examination",10,04854,ARRGT,ARR ARR
ECONS,"800 Doctoral Research, Dissertation, and/or Examination",11,04855,ARRGT,ARR ARR
ECONS,"800 Doctoral Research, Dissertation, and/or Examination",12,04856,ARRGT,ARR ARR
ECONS,"800 Doctoral Research, Dissertation, and/or Examination",13,04857,ARRGT,ARR ARR
ECONS,"800 Doctoral Research, Dissertation, and/or Examination",14,04858,ARRGT,ARR ARR
ECONS,"800 Doctoral Research, Dissertation, and/or Examination",15,04859,ARRGT,ARR ARR
ECONS,"800 Doctoral Research, Dissertation, and/or Examination",16,04860,ARRGT,ARR ARR
ECONS,"800 Doctoral Research, Dissertation, and/or Examination",17,04861,ARRGT,ARR ARR
ECONS,"800 Doctoral Research, Dissertation, and/or Examination",18,04862,ARRGT,ARR ARR
ECONS,"800 Doctoral Research, Dissertation, and/or Examination",19,04863,ARRGT,ARR ARR
ECONS,"800 Doctoral Research, Dissertation, and/or Examination",20,04864,ARRGT,ARR ARR
ECONS,"800 Doctoral Research, Dissertation, and/or Examination",21,04865,ARRGT,ARR ARR
ECONS,"800 Doctoral Research, Dissertation, and/or Examination",22,04866,ARRGT,ARR ARR
ECONS,"800 Doctoral Research, Dissertation, and/or Examination",26,04870,ARRGT,ARR ARR
ECONS,"800 Doctoral Research, Dissertation, and/or Examination",27,04871,ARRGT,ARR ARR
ECONS,"800 Doctoral Research, Dissertation, and/or Examination",28,04872,ARRGT,ARR ARR
ECONS,"800 Doctoral Research, Dissertation, and/or Examination",29,04873,ARRGT,ARR ARR
ECONS,"800 Doctoral Research, Dissertation, and/or Examination",30,04874,ARRGT,ARR ARR
ED_ABRD,900 Educ Abroad,01,10101,ARRGT,ARR ARR
ED_ABRD,900 Educ Abroad,02,10113,ARRGT,ARR ARR
ED_ABRD,901 Educ Abroad,01,10102,ARRGT,ARR ARR
ED_ABRD,901 Educ Abroad,02,10114,ARRGT,ARR ARR
ED_ABRD,902 Educ Abroad,01,10103,ARRGT,ARR ARR
ED_ABRD,902 Educ Abroad,02,10115,ARRGT,ARR ARR
ED_ABRD,903 Educ Abroad,01,10104,ARRGT,ARR ARR
ED_ABRD,903 Educ Abroad,02,10116,ARRGT,ARR ARR
ED_ABRD,904 Educ Abroad,01,10105,ARRGT,ARR ARR
ED_ABRD,904 Educ Abroad,02,10117,ARRGT,ARR ARR
ED_ABRD,905 Educ Abroad,01,10106,ARRGT,ARR ARR
ED_ABRD,905 Educ Abroad,02,10118,ARRGT,ARR ARR
ED_ABRD,906 Educ Abroad,01,10107,ARRGT,ARR ARR
ED_ABRD,906 Educ Abroad,02,10119,ARRGT,ARR ARR
ED_ABRD,907 Educ Abroad,01,10108,ARRGT,ARR ARR
ED_ABRD,907 Educ Abroad,02,12972,ARRGT,ARR ARR
ED_ABRD,915 Educ Abroad,01,10120,ARRGT,ARR ARR
ED_ABRD,915 Educ Abroad,02,10121,ARRGT,ARR ARR
ED_ABRD,916 Educ Abroad,01,10122,ARRGT,ARR ARR
ED_ABRD,916 Educ Abroad,02,10123,ARRGT,ARR ARR
ED_ABRD,917 Educ Abroad,01,10109,ARRGT,ARR ARR
ED_ABRD,917 Educ Abroad,02,10124,ARRGT,ARR ARR
ED_ABRD,918 Educ Abroad,01,10110,ARRGT,ARR ARR
ED_ABRD,918 Educ Abroad,02,10125,ARRGT,ARR ARR
ED_ABRD,919 Educ Abroad,01,10111,ARRGT,ARR ARR
ED_ABRD,919 Educ Abroad,02,10126,ARRGT,ARR ARR
ED_ABRD,920 Educ Abroad,01,10112,ARRGT,ARR ARR
ED_ABRD,920 Educ Abroad,02,10127,ARRGT,ARR ARR
ED_ABRD,921 Educ Abroad,01,12961,ARRGT,ARR ARR
ED_ABRD,921 Educ Abroad,02,10133,ARRGT,ARR ARR
ED_ABRD,922 Educ Abroad,01,10134,ARRGT,ARR ARR
ED_ABRD,922 Educ Abroad,02,10135,ARRGT,ARR ARR
ED_ABRD,923 Educ Abroad,01,10136,ARRGT,ARR ARR
ED_ABRD,923 Educ Abroad,02,10137,ARRGT,ARR ARR
ED_ABRD,961 [ARTS] Educ Abroad,01,10140,ARRGT,ARR ARR
ED_ABRD,961 [ARTS] Educ Abroad,02,10141,ARRGT,ARR ARR
ED_ABRD,969 [DIVR] Educ Abroad,01,10142,ARRGT,ARR ARR
ED_ABRD,969 [DIVR] Educ Abroad,02,10143,ARRGT,ARR ARR
ED_ABRD,986 [WRTG] Educ Abroad,01,10128,ARRGT,ARR ARR
ED_ABRD,986 [WRTG] Educ Abroad,02,10129,ARRGT,ARR ARR
ED_ABRD,991 Educ Abroad,01,10138,ARRGT,ARR ARR
ED_ABRD,991 Educ Abroad,02,10139,ARRGT,ARR ARR
ED_ABRD,992 Educ Abroad,01,10130,ARRGT,ARR ARR
ED_ABRD,992 Educ Abroad,02,10131,ARRGT,ARR ARR
ED_AD,507 Social Foundations of Education,01,06105,ARRGT,ARR ARR
ED_AD,510 Improvement of Instruction,01,15962,TH17.45-20.35,CUE 119
ED_AD,516 Instructional and Curricular Leadership,01,09117,ARRGT,ARR ARR
ED_AD,590 Internship,01,06106,ARRGT,ARR ARR
ED_AD,590 Internship,02,08197,ARRGT,ARR ARR
ED_AD,600 Special Projects or Independent Study,01,06107,ARRGT,ARR ARR
ED_AD,"700 Master's Research, Thesis, and/or Examination",01,06108,ARRGT,ARR ARR
ED_AD,"702 Master's Special Problems, Directed Study, and/or Examination",01,06109,ARRGT,ARR ARR
ED_AD,"800 Doctoral Research, Dissertation, and/or Examination",01,06110,ARRGT,ARR ARR
ED_MTHSC,598 Research Seminar in Mathematics and Science Education,01,07513,W16.30-17.30,SPRK 212
ED_MTHSC,"800 Doctoral Research, Dissertation, and/or Examination",01,08629,ARRGT,ARR ARR
ED_PSYCH,"401 Classroom Assessment, Elementary",01,05827,"TU,TH14.15-15.30",EDAD 116
ED_PSYCH,"401 Classroom Assessment, Elementary",02,05828,"TU,TH12.05-13.20",EDAD 116
ED_PSYCH,"468 Classroom Assessment, Secondary",01,05829,"TU,TH10.10-12",EDAD 110
ED_PSYCH,505 Research Methods I,01,05832,M16.10-19,CLEV 255
ED_PSYCH,508 Educational Statistics,01,05833,M12.10-15,CLEV 63
ED_PSYCH,511 Classical and Modern Test Theory,01,12061,TH16.10-19,CLEV 63
ED_PSYCH,600 Special Projects or Independent Study,01,05838,ARRGT,ARR ARR
ED_PSYCH,"700 Master's Research, Thesis, and/or Examination",01,05839,ARRGT,ARR ARR
ED_PSYCH,"702 Master's Special Problems, Directed Study, and/or Examination",01,05840,ARRGT,ARR ARR
ED_PSYCH,"800 Doctoral Research, Dissertation, and/or Examination",01,05841,ARRGT,ARR ARR
ED_RES,564 Qualitative Research,01,06879,TU16.10-19,AMS PUL
ED_RES,571 Doctoral Dissertation Preparation,01,13469,M17.45-20.35,SPRK 212
ENGLISH,100 Introductory College Composition,09,14954,"M,W,F13.10-14",THOM 201
ENGLISH,101 [WRTG] College Composition,03,04924,"TU,TH13.30-14.45",WEBS 17
ENGLISH,101 [WRTG] College Composition,07,04928,"TU,TH14.55-16.10",SPRK 235
ENGLISH,101 [WRTG] College Composition,09,04930,"M,W,F10.10-11",SPRK 327
ENGLISH,101 [WRTG] College Composition,14,04935,"TU,TH9.10-10.25",KIMB 101
ENGLISH,101 [WRTG] College Composition,32,04949,"M,W,F15.10-16",TDAD 276
ENGLISH,101 [WRTG] College Composition,51,04962,ARRGT,ARR ARR
ENGLISH,101 [WRTG] College Composition,52,08025,ARRGT,ARR ARR
ENGLISH,101 [WRTG] College Composition,56,09343,"M,W,F14.10-15",CUE 319
ENGLISH,101 [WRTG] College Composition,57,09348,"M,W,F11.10-12",SPRK 212
ENGLISH,102 Writing Tutorial,01,09701,M12.10-13,CUE 303
ENGLISH,102 Writing Tutorial,02,09708,M13.10-14,CUE 303
ENGLISH,102 Writing Tutorial,03,09709,M14.10-15,ARR ARR
ENGLISH,102 Writing Tutorial,04,09702,M15.10-16,CUE 303
ENGLISH,102 Writing Tutorial,05,09710,TU10.10-11,CUE 303
ENGLISH,102 Writing Tutorial,06,09711,TU11.10-12,CUE 303
ENGLISH,102 Writing Tutorial,07,09712,TU12.10-13,ARR ARR
ENGLISH,102 Writing Tutorial,08,09713,TU13.10-14,CUE 303
ENGLISH,102 Writing Tutorial,09,09714,TU14.10-15,CUE 303
ENGLISH,102 Writing Tutorial,10,09715,TU15.10-16,CUE 303
ENGLISH,102 Writing Tutorial,11,09716,TU16.10-17,CUE 303
ENGLISH,102 Writing Tutorial,12,09717,W9.10-10,CUE 303
ENGLISH,102 Writing Tutorial,13,09718,W10.10-11,ARR ARR
ENGLISH,102 Writing Tutorial,14,09719,W11.10-12,ARR ARR
ENGLISH,102 Writing Tutorial,15,09720,W12.10-13,CUE 303
ENGLISH,102 Writing Tutorial,16,09721,W13.10-14,CUE 303
ENGLISH,102 Writing Tutorial,17,09722,W14.10-15,ARR ARR
ENGLISH,102 Writing Tutorial,18,09723,W15.10-16,ARR ARR
ENGLISH,102 Writing Tutorial,19,09724,W16.10-17,CUE 303
ENGLISH,102 Writing Tutorial,20,09725,TH10.10-11,CUE 303
ENGLISH,102 Writing Tutorial,21,09726,TH11.10-12,CUE 303
ENGLISH,102 Writing Tutorial,22,09727,TH12.10-13,ARR ARR
ENGLISH,102 Writing Tutorial,23,09728,TH13.10-14,CUE 303
ENGLISH,102 Writing Tutorial,24,09729,TH14.10-15,CUE 303
ENGLISH,102 Writing Tutorial,25,09730,TH15.10-16,CUE 303
ENGLISH,102 Writing Tutorial,26,09731,TH16.10-17,ARR ARR
ENGLISH,102 Writing Tutorial,27,09732,F10.10-11,ARR ARR
ENGLISH,102 Writing Tutorial,28,09733,F11.10-12,CUE 303
ENGLISH,102 Writing Tutorial,29,09734,F12.10-13,CUE 303
ENGLISH,102 Writing Tutorial,30,09735,F13.10-14,CUE 303
ENGLISH,102 Writing Tutorial,31,09736,F14.10-15,ARR ARR
ENGLISH,102 Writing Tutorial,33,10059,M11.10-12,ARR ARR
ENGLISH,104 Introductory Composition for Multilingual Writers,01,04963,"M,W,F10.10-11",THOM 201
ENGLISH,105 [WRTG] College Composition for Multilingual Writers,02,04965,"M,W,F14.10-15",THOM 201
ENGLISH,105 [WRTG] College Composition for Multilingual Writers,05,04966,"M,W,F11.10-12",COLL 235
ENGLISH,107 Writing Tutorial for Multilingual Writers,01,04967,TU13.10-14,ARR ARR
ENGLISH,107 Writing Tutorial for Multilingual Writers,02,04968,W11.10-12,ARR ARR
ENGLISH,107 Writing Tutorial for Multilingual Writers,03,04969,W13.10-14,ARR ARR
ENGLISH,107 Writing Tutorial for Multilingual Writers,04,04970,W14.10-15,ARR ARR
ENGLISH,107 Writing Tutorial for Multilingual Writers,05,04971,TH14.10-15,ARR ARR
ENGLISH,108 [HUM] Introduction to Literature,01,04973,"M,W,F13.10-14",CUE 419
ENGLISH,109 Creative Writing Now,01,14850,"M,W,F10.10-11",TODD 116
ENGLISH,112 [HUM] Language in the Real World,01,08538,ARRGT,ARR ARR
ENGLISH,201 [WRTG] Writing and Research,01,04974,"M,W,F14.10-15",TODD 133
ENGLISH,201 [WRTG] Writing and Research,02,04975,"M,W,F9.10-10",CUE 119
ENGLISH,201 [WRTG] Writing and Research,03,04976,"M,W,F13.10-14",BRYN 305
ENGLISH,201 [WRTG] Writing and Research,04,04977,ARRGT,ARR ARR
ENGLISH,201 [WRTG] Writing and Research,05,04978,ARRGT,ARR ARR
ENGLISH,210 [HUM] Readings in American Literature,01,09672,"TU,TH12.05-13.20",THOM 201
ENGLISH,298 [WRTG] Writing and Research Honors,03,04990,"M,W,F11.10-12",THOM 201
ENGLISH,298 [WRTG] Writing and Research Honors,06,04993,"M,W,F12.10-13",THOM 201
ENGLISH,298 [WRTG] Writing and Research Honors,08,07748,"M,W,F12.10-13",""
ENGLISH,301 [WRTG] Writing and Rhetorical Conventions,03,05001,ARRGT,ARR ARR
ENGLISH,301 [WRTG] Writing and Rhetorical Conventions,04,05002,"TU,TH13.30-14.45",""
ENGLISH,308 [M] Introduction to Literary Criticism,01,09676,ARRGT,ARR ARR
ENGLISH,"310 [DIVR] [M] Intersections of Race, Class, Gender, and Sexuality",01,09682,"M,W,F13.10-14",""
ENGLISH,322 [DIVR] [M] Topics in African American Literature,01,04491,"TU,TH12.05-13.20",CUE 203
ENGLISH,324 [M] Rhetoric and Composition for Teaching,01,07396,"M,W,F10.10-11",BRYN 324
ENGLISH,326 Applied Grammar for Teachers,01,09679,"M,W,F13.10-14",TODD 216
ENGLISH,351 Creative Writing: Prose,01,14926,"M,W,F10.10-11",FSHN T0101
ENGLISH,354 Digital Storytelling,01,07522,"M,W,F12.10-13",BRYN 404
ENGLISH,354 Digital Storytelling,02,07524,"M,W,F14.10-15",SPRK 223
ENGLISH,360 Principles of Rhetoric,01,07402,"M,W,F11.10-12",JSNH C0107
ENGLISH,362 [DIVR] Rhetorics of Racism,02,09954,ARRGT,ARR ARR
ENGLISH,371 17th and 18th Century Transnational Literature in English,01,07951,"TU,TH10.35-11.50",SPRK 335
ENGLISH,402 [WRTG] [M] Technical and Professional Writing,05,07408,ARRGT,ARR ARR
ENGLISH,402 [WRTG] [M] Technical and Professional Writing,06,07409,"TU,TH12.05-13.20",BRYN 305
ENGLISH,402 [WRTG] [M] Technical and Professional Writing,10,07413,ARRGT,ARR ARR
ENGLISH,402 [WRTG] [M] Technical and Professional Writing,17,07420,ARRGT,ARR ARR
ENGLISH,402 [WRTG] [M] Technical and Professional Writing,18,07421,ARRGT,ARR ARR
ENGLISH,402 [WRTG] [M] Technical and Professional Writing,19,07422,ARRGT,ARR ARR
ENGLISH,402 [WRTG] [M] Technical and Professional Writing,20,07423,ARRGT,ARR ARR
ENGLISH,402 [WRTG] [M] Technical and Professional Writing,21,07424,ARRGT,ARR ARR
ENGLISH,402 [WRTG] [M] Technical and Professional Writing,22,07425,ARRGT,ARR ARR
